target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
ApoEpi1_25955trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_26262trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_26356trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_27275trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_27315trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_27495trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_27909trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_28148trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_28759trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_28784trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_29717trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_30112trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_30571trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_30661trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_30710trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31002trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31053trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31055trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31081trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31087trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_31385trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_33097trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_33163trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi1_33459trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_483trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_2087trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_3194trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_3574trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_3575trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_3675trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_3679trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_4073trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_4074trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_4402trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_4433trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_7370trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_7465trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_7466trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_8253trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_9535trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_9536trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_10139trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_10238trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_12488trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_13834trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15082trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15084trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15089trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15093trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15097trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15339trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15345trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_15579trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_16240trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_16940trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_17824trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_18215trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_18478trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_18482trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_19485trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_19488trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_20286trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_20890trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_21072trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_22127trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_22269trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_22786trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_22807trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_22863trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_23406trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_23847trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_23895trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_24496trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_25285trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_25384trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_25613trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_26420trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_26564trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_28194trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_30123trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_31809trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_31844trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_31885trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_31991trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_34342trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_35012trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_35015trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_35239trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ApoEpi2_35679trans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
