target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
ApoEpi1_20479trans,0.002782686,0.032385088,-2.334106692,0.780434875,2.611405999,2.600721604,0.115777768,1.102379419,0.332934322,1.102379419
SymEpi2_48847trans,0.002792807,0.032385088,-2.367945875,0.792043063,1.653932896,2.677474557,0.330580216,0.924084212,0.878279368,0.924084212
ApoGas2_16586trans,0.00310622,0.035774359,2.557170503,0.864777849,1.959359993,3.150332957,0.611258989,0.884422467,0.643056576,0.884422467
SymEpi4_24455trans,0.003510876,0.04016158,-2.092962398,0.716998542,4.149148266,2.132860874,0.052551835,0.975621985,0.142105635,0.975621985
ApoGas2_24343trans,0.003965069,0.044580639,1.010357476,0.350705632,3.90859847,0.502511106,0.042898403,0.203090477,0.155320971,0.203090477
ApoGas4_30641trans,0.003976182,0.044580639,-2.357519367,0.81857028,1.698583673,2.650723462,0.500758988,0.739119197,0.839355619,0.839355619
SymEpi2_9692trans,0.003949017,0.044580639,-2.341931825,0.812548447,1.494657582,2.433506739,0.289637437,0.721238867,1.030832519,1.030832519
SymEpi2_22267trans,0.004358648,0.048528719,0.966867666,0.33913673,5.205210454,0.464261547,0.014673338,0.215354106,0.111735053,0.215354106
SymEpi2_36066trans,0.004385643,0.048528719,-1.744995948,0.612493491,2.067296414,1.435939299,0.177656075,0.482602821,0.572640479,0.572640479
SymGas4_69909trans,0.004476894,0.049216764,1.818909589,0.639910192,3.309410109,1.647240689,0.245545322,0.573424785,0.204070057,0.573424785
SymEpi2_25473trans,0.004548296,0.049679133,-2.914603642,1.027210234,1.713529004,4.235965596,0.276020418,1.834301313,0.826701698,1.834301313
ApoGas2_26116trans,0.004701028,0.051018212,0.86655977,0.306547509,4.439881018,0.375644025,0.020806459,0.167136291,0.130645026,0.167136291
SymEpi3_40042trans,0.004898998,0.052828048,-1.617453957,0.574869679,2.84452101,1.132951006,0.386277493,0.063446246,0.274672803,0.274672803
ApoGas4_57823trans,0.005103118,0.054336971,-2.255023033,0.80523553,2.536975048,2.564444122,0.199188044,1.097620472,0.356498232,1.097620472
SymGas1_80968trans,0.005087533,0.054336971,2.607308252,0.930703351,1.359516872,2.917245722,0.55499856,0.582436008,1.177418893,1.177418893
ApoGas1_7616trans,0.005318964,0.056281292,2.438509658,0.874941717,1.345379379,2.907630969,0.337305727,1.072820619,1.193740289,1.193740289
SymEpi3_53314trans,0.005469801,0.057517849,3.478507676,1.252171681,4.543708061,6.145034045,0.332473766,2.80339407,0.12736852,2.80339407
ApoGas2_30612trans,0.005511059,0.057593965,2.624602396,0.945619592,0.98276762,2.226581364,0.101425403,0.200073609,1.686967423,1.686967423
ApoEpi1_24215trans,0.005824581,0.060497033,-2.170404449,0.787092332,1.616636093,1.944136394,0.326946863,0.370993772,0.912081816,0.912081816
ApoGas1_18412trans,0.00598754,0.0618104,1.160990869,0.422414597,4.039594737,0.691001242,0.037185054,0.31968313,0.147609572,0.31968313
SymGas1_18341trans,0.006054131,0.062119057,-2.643354081,0.963028379,2.740189236,3.586246501,0.269505715,1.585341604,0.297886526,1.585341604
ApoEpi2_21074trans,0.006782821,0.068473009,1.825087606,0.674129962,3.359146281,1.730757715,0.21686354,0.692038871,0.198692847,0.692038871
ApoEpi3_27826trans,0.006802392,0.068473009,-2.613698637,0.965759305,1.251942121,3.044215076,0.558721864,0.715722202,1.306660206,1.306660206
ApoEpi4_13928trans,0.006835167,0.068473009,-0.893387376,0.330300669,3.516870356,0.29566127,0.033949476,0.04494167,0.184247588,0.184247588
SymEpi4_615trans,0.006736399,0.068473009,-2.022969098,0.74659271,1.922012653,2.12480229,0.139998174,0.974803174,0.668754555,0.974803174
SymEpi2_34037trans,0.006887485,0.06859125,0.912439398,0.337660883,7.256266437,0.433324253,0.001068562,0.226961181,0.097730416,0.226961181
ApoGas4_54581trans,0.007452721,0.073057852,-1.161498235,0.43405769,2.825868564,0.55628953,0.09830799,0.101003745,0.278504168,0.278504168
